method,nmi_mean,nmi_min,nmi_after_event,movers_correct_+0,movers_correct_+1,movers_correct_+2,false_switch_at_event,s_e,seed
kmeans_monthly,0.925657016662257,0.8974015753787714,0.9299971027688968,0.9895833333333334,0.9791666666666666,0.96875,0.03373015873015873,noise1,2
temporal_leiden_w0.3,0.8490975239940798,0.605977843374842,0.8140249411554102,0.4479166666666667,0.8958333333333334,0.9583333333333334,0.11507936507936507,noise1,2
temporal_leiden_w1.0,0.9181839658303895,0.7245313935766339,0.8827725772080166,0.46875,0.875,0.9583333333333334,0.017857142857142856,noise1,2
kefrin_independent,0.7290203310245361,0.013238914862814654,0.5859027101945011,0.3333333333333333,0.5104166666666666,0.8645833333333334,0.7857142857142857,noise1,3
kefrin_warm,0.9828801052062563,0.9689373505350225,0.9818322531713294,0.9583333333333334,1.0,0.9791666666666666,0.011904761904761904,noise1,3
kefrin_fixed0.5,0.9489223378835471,0.7227666910823317,0.9225809721954087,0.3645833333333333,0.9166666666666666,0.9791666666666666,0.007936507936507936,noise1,3
kefrin_t_affect,0.9309247499092322,0.6073014093149984,0.8902346788721446,0.03125,0.84375,0.9791666666666666,0.011904761904761904,noise1,3
kefrin_t_affect_fe_noreset,0.8419743015092501,0.5545847330151369,0.7454107564070654,0.0,0.010416666666666666,0.0625,0.005952380952380952,noise1,3
kefrin_t_affect_fe_z4,0.9280640568721265,0.7510483496696404,0.8681467774789445,0.4375,0.65625,0.7395833333333334,0.0,noise1,3
kefrin_t_affect_fe_z2.5,0.980673701909264,0.8932213903872909,0.9663562629608027,0.7604166666666666,0.9270833333333334,0.9583333333333334,0.0,noise1,3
kefrin_t_affect_fe_z2.5_2pass,0.980673701909264,0.8932213903872909,0.9663562629608027,0.7604166666666666,0.9270833333333334,0.9583333333333334,0.0,noise1,3
kefrin_t_affect_fe_z2.5_ma3,0.9634749320632464,0.7582181512865889,0.9454854697791241,0.46875,0.9791666666666666,0.9895833333333334,0.003968253968253968,noise1,3
kefrin_t_affect_fe_z2.5_2pass_ma3,0.9634749320632464,0.7582181512865889,0.9454854697791241,0.46875,0.9791666666666666,0.9895833333333334,0.003968253968253968,noise1,3
kmeans_monthly,0.9384794150212067,0.9148642481946024,0.9316886685527428,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.04563492063492063,noise1,3
temporal_leiden_w0.3,0.8076262841623842,0.5461559435893727,0.7210554885915217,0.4791666666666667,0.78125,0.8125,0.14682539682539683,noise1,3
temporal_leiden_w1.0,0.9129360555679806,0.7125222312973105,0.8712757152170859,0.4791666666666667,0.875,0.9166666666666666,0.041666666666666664,noise1,3
kefrin_independent,0.7782062256386056,0.6191239648172151,0.7497818864788139,0.8541666666666666,0.6041666666666666,0.8541666666666666,0.44047619047619047,noise1,4
kefrin_warm,0.9193917076329677,0.895547299281216,0.9231829772530631,0.9895833333333334,1.0,0.9895833333333334,0.037698412698412696,noise1,4
kefrin_fixed0.5,0.9210448244727368,0.6717950849025689,0.8994976620098285,0.2916666666666667,0.875,0.9895833333333334,0.015873015873015872,noise1,4
kefrin_t_affect,0.9050301332818799,0.6095052044365552,0.8679032901116609,0.10416666666666667,0.6354166666666666,0.9583333333333334,0.013888888888888888,noise1,4
kefrin_t_affect_fe_noreset,0.7888103499415114,0.5560038641580417,0.6701061675155242,0.010416666666666666,0.041666666666666664,0.08333333333333333,0.007936507936507936,noise1,4
kefrin_t_affect_fe_z4,0.8508405885113381,0.6580511445051791,0.7613171013986912,0.22916666666666666,0.4479166666666667,0.5625,0.003968253968253968,noise1,4
kefrin_t_affect_fe_z2.5,0.9377635331109624,0.8378993573089304,0.929747430499038,0.6770833333333334,0.8541666666666666,0.90625,0.005952380952380952,noise1,4
kefrin_t_affect_fe_z2.5_2pass,0.9376946355741277,0.8378993573089304,0.929747430499038,0.6770833333333334,0.8541666666666666,0.90625,0.005952380952380952,noise1,4
kefrin_t_affect_fe_z2.5_ma3,0.9377585575447275,0.7144988912777768,0.9227042649076966,0.375,0.9479166666666666,0.9791666666666666,0.00992063492063492,noise1,4
kefrin_t_affect_fe_z2.5_2pass_ma3,0.9377585575447275,0.7144988912777768,0.9227042649076966,0.375,0.9479166666666666,0.9791666666666666,0.00992063492063492,noise1,4
kmeans_monthly,0.8360057705011895,0.8183522201027673,0.8388437990775977,0.9895833333333334,0.9791666666666666,0.9791666666666666,0.09126984126984126,noise1,4
temporal_leiden_w0.3,0.8273159837014856,0.48896235657511933,0.779416136944353,0.3333333333333333,0.7291666666666666,0.9166666666666666,0.21428571428571427,noise1,4
temporal_leiden_w1.0,0.9199278086419569,0.722114963317011,0.8810559658527706,0.4479166666666667,0.84375,0.9375,0.00992063492063492,noise1,4
kefrin_independent,0.5470222579736219,0.4889764257552521,0.539804001766529,0.5208333333333334,0.84375,0.6979166666666666,0.5734126984126984,noise2,0
kefrin_warm,0.672848290676848,0.6220015914781813,0.6836682203599503,0.7708333333333334,0.8645833333333334,0.875,0.2261904761904762,noise2,0
kefrin_fixed0.5,0.8436641354849709,0.6255074576449278,0.840347798006761,0.25,0.8125,0.8541666666666666,0.04365079365079365,noise2,0
kefrin_t_affect,0.8236873785278448,0.5806196416994681,0.7920944080911875,0.020833333333333332,0.28125,0.6875,0.011904761904761904,noise2,0
kefrin_t_affect_fe_noreset,0.6808433319778872,0.516533446206907,0.5596260469823172,0.0,0.0,0.052083333333333336,0.005952380952380952,noise2,0
kefrin_t_affect_fe_z4,0.6834774415555321,0.5208158088355872,0.5621938369659666,0.0,0.0,0.052083333333333336,0.003968253968253968,noise2,0
kefrin_t_affect_fe_z2.5,0.7289582564469971,0.5788727294431658,0.6480475970321687,0.10416666666666667,0.21875,0.2604166666666667,0.00992063492063492,noise2,0
kefrin_t_affect_fe_z2.5_2pass,0.7293533146731019,0.5788727294431658,0.6470692333510106,0.10416666666666667,0.20833333333333334,0.25,0.00992063492063492,noise2,0
kefrin_t_affect_fe_z2.5_ma3,0.8280425940170867,0.6123831015333726,0.774089548589707,0.15625,0.4791666666666667,0.6354166666666666,0.00992063492063492,noise2,0
kefrin_t_affect_fe_z2.5_2pass_ma3,0.8275077781336133,0.6072680156051581,0.771897254275892,0.15625,0.46875,0.625,0.005952380952380952,noise2,0
kmeans_monthly,0.5254259266669022,0.4917821174622558,0.5324060828110561,0.75,0.7604166666666666,0.7604166666666666,0.3888888888888889,noise2,0
temporal_leiden_w0.3,0.7956063348478745,0.505052808388585,0.7311150801462611,0.3333333333333333,0.59375,0.8020833333333334,0.18452380952380953,noise2,0
temporal_leiden_w1.0,0.9077042382868507,0.6937162552810833,0.8658540848493211,0.4375,0.7395833333333334,0.9166666666666666,0.027777777777777776,noise2,0
kefrin_independent,0.48743105651565105,0.41825375587721114,0.4755408408323516,0.5520833333333334,0.7395833333333334,0.6770833333333334,0.3273809523809524,noise2,1
kefrin_warm,0.5992394347462647,0.5198246238708212,0.592411506872687,0.75,0.7916666666666666,0.7395833333333334,0.26587301587301587,noise2,1
kefrin_fixed0.5,0.7970806288442698,0.5198246238708212,0.8081322110753865,0.375,0.7604166666666666,0.8541666666666666,0.04563492063492063,noise2,1
kefrin_t_affect,0.7960234752989565,0.5198246238708212,0.7869619385180413,0.09375,0.3645833333333333,0.65625,0.021825396825396824,noise2,1
kefrin_t_affect_fe_noreset,0.664472662651334,0.5198246238708212,0.5694599079843681,0.020833333333333332,0.03125,0.0625,0.007936507936507936,noise2,1
kefrin_t_affect_fe_z4,0.6680994510239849,0.5198246238708212,0.5755728068060483,0.020833333333333332,0.03125,0.0625,0.011904761904761904,noise2,1
kefrin_t_affect_fe_z2.5,0.7021461406403758,0.5198246238708212,0.643106649214641,0.14583333333333334,0.23958333333333334,0.23958333333333334,0.00992063492063492,noise2,1
kefrin_t_affect_fe_z2.5_2pass,0.6987713826325184,0.5194088020581984,0.6386129812869896,0.15625,0.22916666666666666,0.22916666666666666,0.013888888888888888,noise2,1
kefrin_t_affect_fe_z2.5_ma3,0.7942969752140979,0.5850965214087982,0.7561562365294567,0.11458333333333333,0.3854166666666667,0.5416666666666666,0.00992063492063492,noise2,1
kefrin_t_affect_fe_z2.5_2pass_ma3,0.7936525320641756,0.5850965214087982,0.7535612796116135,0.11458333333333333,0.3854166666666667,0.5520833333333334,0.00992063492063492,noise2,1
kmeans_monthly,0.44438584864077285,0.3572537312773205,0.4543785334310364,0.7083333333333334,0.7708333333333334,0.6666666666666666,0.41865079365079366,noise2,1
temporal_leiden_w0.3,0.8463620792836307,0.6242824890582018,0.7886063459820472,0.4166666666666667,0.78125,0.9375,0.0873015873015873,noise2,1
temporal_leiden_w1.0,0.9290763140334192,0.7471559296385142,0.9109342811437964,0.5104166666666666,0.8541666666666666,0.96875,0.021825396825396824,noise2,1
kefrin_independent,0.7027941982467478,0.5565427038785689,0.6943318629109586,0.7604166666666666,0.75,0.7083333333333334,0.2996031746031746,noise2,2
kefrin_warm,0.8064017917211451,0.7599033559925451,0.8133143444183566,0.8854166666666666,0.90625,0.90625,0.125,noise2,2
kefrin_fixed0.5,0.9012944918703515,0.676757095249235,0.8880388156019124,0.2916666666666667,0.875,0.96875,0.023809523809523808,noise2,2
kefrin_t_affect,0.8601583780108149,0.6028866761470032,0.809611874896257,0.052083333333333336,0.34375,0.7083333333333334,0.011904761904761904,noise2,2
kefrin_t_affect_fe_noreset,0.7230222707944166,0.5513423729688274,0.5859197393136947,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.011904761904761904,noise2,2
kefrin_t_affect_fe_z4,0.7345956180024857,0.5740183311986278,0.6029538660220375,0.041666666666666664,0.07291666666666667,0.11458333333333333,0.011904761904761904,noise2,2
kefrin_t_affect_fe_z2.5,0.7898514687116002,0.6422363705516401,0.7097908663216724,0.2604166666666667,0.3645833333333333,0.4166666666666667,0.013888888888888888,noise2,2
kefrin_t_affect_fe_z2.5_2pass,0.7876507110642127,0.6391774160575907,0.705835631011443,0.25,0.3541666666666667,0.40625,0.011904761904761904,noise2,2
kefrin_t_affect_fe_z2.5_ma3,0.8837368086959349,0.6770096818418057,0.834727689364609,0.2708333333333333,0.6354166666666666,0.7395833333333334,0.013888888888888888,noise2,2
kefrin_t_affect_fe_z2.5_2pass_ma3,0.8837368086959349,0.6770096818418057,0.834727689364609,0.2708333333333333,0.6354166666666666,0.7395833333333334,0.013888888888888888,noise2,2
kmeans_monthly,0.6779193323946439,0.6355996636534063,0.6906031175369464,0.8854166666666666,0.8645833333333334,0.8229166666666666,0.24206349206349206,noise2,2
temporal_leiden_w0.3,0.8490975239940798,0.605977843374842,0.8140249411554102,0.4479166666666667,0.8958333333333334,0.9583333333333334,0.11507936507936507,noise2,2
temporal_leiden_w1.0,0.9181839658303895,0.7245313935766339,0.8827725772080166,0.46875,0.875,0.9583333333333334,0.017857142857142856,noise2,2
kefrin_independent,0.6660114859597693,0.013238914862814654,0.5474103604515244,0.3333333333333333,0.5,0.9375,0.7718253968253969,noise2,3
kefrin_warm,0.846535987153873,0.7933900927368523,0.8346833024323682,0.8854166666666666,0.9270833333333334,0.9479166666666666,0.11706349206349206,noise2,3
kefrin_fixed0.5,0.9172599278154502,0.6910142767607627,0.8997974029505577,0.3333333333333333,0.8958333333333334,0.96875,0.015873015873015872,noise2,3
kefrin_t_affect,0.8753924472591855,0.5887352877043985,0.8227087732089272,0.020833333333333332,0.3958333333333333,0.7916666666666666,0.00992063492063492,noise2,3
kefrin_t_affect_fe_noreset,0.7382575235803053,0.541959768111538,0.5757476962461654,0.0,0.010416666666666666,0.041666666666666664,0.003968253968253968,noise2,3
kefrin_t_affect_fe_z4,0.7619206370114462,0.5863684361286504,0.6100982230022015,0.052083333333333336,0.07291666666666667,0.11458333333333333,0.001984126984126984,noise2,3
kefrin_t_affect_fe_z2.5,0.8392177960929067,0.6716498387929497,0.7499667315766109,0.2708333333333333,0.3854166666666667,0.5,0.003968253968253968,noise2,3
kefrin_t_affect_fe_z2.5_2pass,0.8377931508520186,0.6716498387929497,0.7505161279157596,0.2708333333333333,0.3854166666666667,0.5,0.003968253968253968,noise2,3
kefrin_t_affect_fe_z2.5_ma3,0.9051042279084914,0.6874073596520768,0.8691492285377688,0.3020833333333333,0.6979166666666666,0.8229166666666666,0.001984126984126984,noise2,3
kefrin_t_affect_fe_z2.5_2pass_ma3,0.9051607592572591,0.6874073596520768,0.8717293564228901,0.3020833333333333,0.7083333333333334,0.8333333333333334,0.001984126984126984,noise2,3
kmeans_monthly,0.7235184631403242,0.6875896712911085,0.7210595411052609,0.8541666666666666,0.90625,0.8958333333333334,0.20238095238095238,noise2,3
temporal_leiden_w0.3,0.8076262841623842,0.5461559435893727,0.7210554885915217,0.4791666666666667,0.78125,0.8125,0.14682539682539683,noise2,3
temporal_leiden_w1.0,0.9129360555679806,0.7125222312973105,0.8712757152170859,0.4791666666666667,0.875,0.9166666666666666,0.041666666666666664,noise2,3
kefrin_independent,0.5278106337873187,0.4033145067442955,0.5226958835027404,0.75,0.5625,0.7708333333333334,0.2718253968253968,noise2,4
kefrin_warm,0.6592059090487177,0.6157013701608313,0.675412427799877,0.7604166666666666,0.8645833333333334,0.8645833333333334,0.2400793650793651,noise2,4
kefrin_fixed0.5,0.8213964597185214,0.6157013701608313,0.8248391806965918,0.3020833333333333,0.75,0.9583333333333334,0.047619047619047616,noise2,4
kefrin_t_affect,0.8065727700815825,0.5865552868520973,0.7782682979991121,0.07291666666666667,0.2708333333333333,0.6354166666666666,0.007936507936507936,noise2,4
kefrin_t_affect_fe_noreset,0.6699752106192262,0.5429278914147175,0.5561822508613142,0.020833333333333332,0.041666666666666664,0.07291666666666667,0.00992063492063492,noise2,4
kefrin_t_affect_fe_z4,0.6746337463822919,0.5549590032070596,0.5664892994161078,0.020833333333333332,0.0625,0.11458333333333333,0.00992063492063492,noise2,4
kefrin_t_affect_fe_z2.5,0.7174981562173252,0.6006307385707442,0.6612338749601802,0.15625,0.2916666666666667,0.3854166666666667,0.011904761904761904,noise2,4
kefrin_t_affect_fe_z2.5_2pass,0.7191345701933859,0.6006307385707442,0.6621016450408967,0.15625,0.3020833333333333,0.3958333333333333,0.011904761904761904,noise2,4
kefrin_t_affect_fe_z2.5_ma3,0.8299550704160046,0.620084234256952,0.8052904550787533,0.17708333333333334,0.6354166666666666,0.7708333333333334,0.015873015873015872,noise2,4
kefrin_t_affect_fe_z2.5_2pass_ma3,0.8302256360907884,0.6139293120835239,0.8065940935087966,0.15625,0.6458333333333334,0.7708333333333334,0.015873015873015872,noise2,4
kmeans_monthly,0.5158628065699432,0.46525425834547696,0.5240478254075015,0.75,0.78125,0.7916666666666666,0.3373015873015873,noise2,4
temporal_leiden_w0.3,0.8273159837014856,0.48896235657511933,0.779416136944353,0.3333333333333333,0.7291666666666666,0.9166666666666666,0.21428571428571427,noise2,4
temporal_leiden_w1.0,0.9199278086419569,0.722114963317011,0.8810559658527706,0.4479166666666667,0.84375,0.9375,0.00992063492063492,noise2,4
kefrin_independent,0.6287470255868043,0.5305084824127484,0.6449553888567309,0.7708333333333334,0.78125,0.59375,0.07738095238095238,calibrated,0
kefrin_warm,0.7968369226093778,0.7639716499596413,0.802643642538882,0.8541666666666666,0.8854166666666666,0.90625,0.05952380952380952,calibrated,0
kefrin_fixed0.5,0.7717934458019452,0.592466153347806,0.7429972213546265,0.3125,0.6979166666666666,0.8229166666666666,0.03968253968253968,calibrated,0
kefrin_t_affect,0.7718878106914714,0.5818802893432953,0.741147511754577,0.28125,0.6979166666666666,0.8333333333333334,0.037698412698412696,calibrated,0
kefrin_t_affect_fe_noreset,0.7279648844176733,0.49703396455496907,0.6715807084553052,0.052083333333333336,0.375,0.7291666666666666,0.017857142857142856,calibrated,0
kefrin_t_affect_fe_z4,0.7758401373472888,0.6968053748377823,0.7543345236233363,0.5416666666666666,0.75,0.8020833333333334,0.005952380952380952,calibrated,0
kefrin_t_affect_fe_z2.5,0.7987019297764858,0.7609795515795988,0.7917056859936545,0.75,0.8333333333333334,0.8541666666666666,0.003968253968253968,calibrated,0
kefrin_t_affect_fe_z2.5_2pass,0.7966038203617577,0.7562461314426705,0.7896959557059469,0.75,0.8125,0.8333333333333334,0.007936507936507936,calibrated,0
kefrin_t_affect_fe_z2.5_ma3,0.7765331294494592,0.6459932833067672,0.7522157177750123,0.5208333333333334,0.8229166666666666,0.8541666666666666,0.025793650793650792,calibrated,0
kefrin_t_affect_fe_z2.5_2pass_ma3,0.7801665322831276,0.6633076016124725,0.7576173923547428,0.5104166666666666,0.8229166666666666,0.8541666666666666,0.011904761904761904,calibrated,0
kmeans_monthly,0.6552489656154644,0.6278394555542492,0.6684728001703458,0.8229166666666666,0.8645833333333334,0.8333333333333334,0.1111111111111111,calibrated,0
temporal_leiden_w0.3,0.8255108520090376,0.5854658151454314,0.7532889990223692,0.4270833333333333,0.8333333333333334,0.8958333333333334,0.10912698412698413,calibrated,0
temporal_leiden_w1.0,0.9088869904184245,0.7058495534710859,0.8766180264038939,0.4375,0.84375,0.9479166666666666,0.01984126984126984,calibrated,0
kefrin_independent,0.6888472078726714,0.5264407953407985,0.6493352425426311,0.65625,0.875,0.8958333333333334,0.2619047619047619,calibrated,1
kefrin_warm,0.8133769112652297,0.7475887870496113,0.8016368302828997,0.8541666666666666,0.8958333333333334,0.90625,0.06746031746031746,calibrated,1
kefrin_fixed0.5,0.7867176082212897,0.6086556147180079,0.7592906547735944,0.3541666666666667,0.6979166666666666,0.8333333333333334,0.03571428571428571,calibrated,1
kefrin_t_affect,0.7887365705908321,0.6002776676624411,0.7633313642217309,0.3333333333333333,0.6875,0.8125,0.031746031746031744,calibrated,1
kefrin_t_affect_fe_noreset,0.7350472796274291,0.5132049328570986,0.6680219373021062,0.03125,0.19791666666666666,0.5104166666666666,0.005952380952380952,calibrated,1
kefrin_t_affect_fe_z4,0.8043936198007539,0.6650556684182609,0.7732476687286581,0.4166666666666667,0.625,0.7291666666666666,0.001984126984126984,calibrated,1
kefrin_t_affect_fe_z2.5,0.8226033107968241,0.7358859889037909,0.8129617903525875,0.6354166666666666,0.8541666666666666,0.8958333333333334,0.003968253968253968,calibrated,1
kefrin_t_affect_fe_z2.5_2pass,0.822176748922931,0.7372182552192724,0.8111681172395441,0.625,0.8541666666666666,0.8958333333333334,0.001984126984126984,calibrated,1
kefrin_t_affect_fe_z2.5_ma3,0.7984480005188636,0.6445533703911079,0.7872470878667807,0.375,0.8541666666666666,0.90625,0.011904761904761904,calibrated,1
kefrin_t_affect_fe_z2.5_2pass_ma3,0.7972098783431064,0.6415376818585655,0.7867444731113569,0.3645833333333333,0.8541666666666666,0.90625,0.011904761904761904,calibrated,1
kmeans_monthly,0.6711604076495,0.6454966955090102,0.6712432296039106,0.8541666666666666,0.84375,0.875,0.1349206349206349,calibrated,1
temporal_leiden_w0.3,0.8473617033740591,0.5989935349795944,0.7813621921912713,0.3854166666666667,0.8229166666666666,0.8541666666666666,0.09722222222222222,calibrated,1
temporal_leiden_w1.0,0.9161151355140918,0.7011198370177278,0.8779153455248286,0.3333333333333333,0.8020833333333334,0.9375,0.015873015873015872,calibrated,1
kefrin_independent,0.7769069161898581,0.5716896177214625,0.7540120288698574,0.8958333333333334,0.9479166666666666,0.90625,0.23015873015873015,calibrated,2
kefrin_warm,0.8916445720877356,0.8661985078753146,0.8853665116030803,0.90625,0.9479166666666666,0.9479166666666666,0.025793650793650792,calibrated,2
kefrin_fixed0.5,0.8613321358816365,0.65948385478719,0.8279463580371714,0.3229166666666667,0.7916666666666666,0.8854166666666666,0.015873015873015872,calibrated,2
kefrin_t_affect,0.8596209643243972,0.6508877942847877,0.8291815245896154,0.2916666666666667,0.7916666666666666,0.8854166666666666,0.023809523809523808,calibrated,2
kefrin_t_affect_fe_noreset,0.8138823818247206,0.5432703252354042,0.7502896328171266,0.052083333333333336,0.4791666666666667,0.7708333333333334,0.005952380952380952,calibrated,2
kefrin_t_affect_fe_z4,0.8883684354473201,0.7688333732436806,0.8552578999971119,0.5625,0.8541666666666666,0.8854166666666666,0.0,calibrated,2
kefrin_t_affect_fe_z2.5,0.8906710197235643,0.8494499306728994,0.8618103208828987,0.875,0.90625,0.8854166666666666,0.005952380952380952,calibrated,2
kefrin_t_affect_fe_z2.5_2pass,0.8916619196910246,0.8514357037635552,0.8606334705845153,0.875,0.90625,0.8854166666666666,0.007936507936507936,calibrated,2
kefrin_t_affect_fe_z2.5_ma3,0.8690694938831028,0.7205841234625865,0.851012135076798,0.5208333333333334,0.90625,0.9375,0.001984126984126984,calibrated,2
kefrin_t_affect_fe_z2.5_2pass_ma3,0.8695770069448127,0.7219411705588431,0.8474237520810535,0.5104166666666666,0.9166666666666666,0.9270833333333334,0.003968253968253968,calibrated,2
kmeans_monthly,0.7877128486577298,0.759944464413221,0.7797045006024939,0.8854166666666666,0.9166666666666666,0.8854166666666666,0.06944444444444445,calibrated,2
temporal_leiden_w0.3,0.8684429027578421,0.6726251426836611,0.8185135230640698,0.4791666666666667,0.8333333333333334,0.8958333333333334,0.061507936507936505,calibrated,2
temporal_leiden_w1.0,0.9251693692795326,0.7489223850988406,0.8858057753947407,0.5104166666666666,0.7916666666666666,0.8958333333333334,0.00992063492063492,calibrated,2
kefrin_independent,0.7108625959800619,0.4265636006602795,0.6664335015543863,0.71875,0.7291666666666666,0.8958333333333334,0.25,calibrated,3
kefrin_warm,0.8662870257569327,0.843386931745528,0.86113732811439,0.90625,0.9166666666666666,0.9270833333333334,0.04365079365079365,calibrated,3
kefrin_fixed0.5,0.8281319121291671,0.6704447687276812,0.8028035391211215,0.3645833333333333,0.7083333333333334,0.8958333333333334,0.031746031746031744,calibrated,3
kefrin_t_affect,0.8308066878319046,0.6702461769109368,0.8065511427063429,0.3541666666666667,0.7083333333333334,0.8958333333333334,0.037698412698412696,calibrated,3
kefrin_t_affect_fe_noreset,0.7636698633038552,0.5220540729731987,0.695353838310735,0.052083333333333336,0.10416666666666667,0.7083333333333334,0.003968253968253968,calibrated,3
