method,K,date,alpha,beta
kefrin_t_affect_fe,5,2024-12,0.7479199324552237,0.894178741318
kefrin_t_affect,6,2023-01,0.0,0.0
kefrin_t_affect,6,2023-02,0.47236799220048603,0.1365134868458052
kefrin_t_affect,6,2023-03,0.4793070149480148,0.15661840537674276
kefrin_t_affect,6,2023-04,0.4832513957781451,0.15194483390008595
kefrin_t_affect,6,2023-05,0.48353890160160545,0.1531947424043726
kefrin_t_affect,6,2023-06,0.4846839446561741,0.15196906235747087
kefrin_t_affect,6,2023-07,0.48515550806557367,0.15021248125302564
kefrin_t_affect,6,2023-08,0.4871586953492715,0.15355198964662037
kefrin_t_affect,6,2023-09,0.4828180012484049,0.14944502471966817
kefrin_t_affect,6,2023-10,0.48400625796301056,0.15165715537164853
kefrin_t_affect,6,2023-11,0.4816474071596347,0.15417342352829336
kefrin_t_affect,6,2023-12,0.4837233661274015,0.1486192378601402
kefrin_t_affect,6,2024-01,0.4817767536060468,0.15338050792748764
kefrin_t_affect,6,2024-02,0.4860322206483846,0.1493829358175263
kefrin_t_affect,6,2024-03,0.4843415491180212,0.1458092604784685
kefrin_t_affect,6,2024-04,0.4850465647837924,0.15261331564873173
kefrin_t_affect,6,2024-05,0.482713248953286,0.15409897984668058
kefrin_t_affect,6,2024-06,0.48636864009455644,0.1491360920391406
kefrin_t_affect,6,2024-07,0.4832016976005521,0.15180850833067722
kefrin_t_affect,6,2024-08,0.4822981872205701,0.15952465575040425
kefrin_t_affect,6,2024-09,0.4800451747232282,0.1576637751440735
kefrin_t_affect,6,2024-10,0.48193004484861723,0.15618550731910968
kefrin_t_affect,6,2024-11,0.4808111512969895,0.16158482510841288
kefrin_t_affect,6,2024-12,0.4821669984708828,0.16099601182330817
kefrin_t_affect_fe_noreset,6,2023-01,0.0,0.0
kefrin_t_affect_fe_noreset,6,2023-02,0.41243758078764414,0.95
kefrin_t_affect_fe_noreset,6,2023-03,0.5621112740944118,0.6278112007089401
kefrin_t_affect_fe_noreset,6,2023-04,0.6771605331650247,0.8647276896631467
kefrin_t_affect_fe_noreset,6,2023-05,0.7667169541566393,0.8723690290952715
kefrin_t_affect_fe_noreset,6,2023-06,0.7971542975096468,0.8946019306219757
kefrin_t_affect_fe_noreset,6,2023-07,0.7713826231062175,0.9068995667380332
kefrin_t_affect_fe_noreset,6,2023-08,0.6199339726004731,0.9159133763920603
kefrin_t_affect_fe_noreset,6,2023-09,0.6695573986589091,0.8989776896802552
kefrin_t_affect_fe_noreset,6,2023-10,0.6053721779348213,0.9139652162829561
kefrin_t_affect_fe_noreset,6,2023-11,0.5170030107468375,0.9223548608715255
kefrin_t_affect_fe_noreset,6,2023-12,0.5795967768206627,0.9136527776789573
kefrin_t_affect_fe_noreset,6,2024-01,0.54021647972332,0.9268783072780828
kefrin_t_affect_fe_noreset,6,2024-02,0.5316363436914402,0.9264316805123394
kefrin_t_affect_fe_noreset,6,2024-03,0.518272549158276,0.917370192397784
kefrin_t_affect_fe_noreset,6,2024-04,0.5450433123070219,0.9333957110651495
kefrin_t_affect_fe_noreset,6,2024-05,0.5003954901733954,0.9393943944929046
kefrin_t_affect_fe_noreset,6,2024-06,0.5326054818304202,0.935529272766188
kefrin_t_affect_fe_noreset,6,2024-07,0.5322501312399878,0.9332875054577338
kefrin_t_affect_fe_noreset,6,2024-08,0.5594542843700915,0.9337083593143058
kefrin_t_affect_fe_noreset,6,2024-09,0.483320645908278,0.9358099283155046
kefrin_t_affect_fe_noreset,6,2024-10,0.4802825261233204,0.9299790582727897
kefrin_t_affect_fe_noreset,6,2024-11,0.4830246122646399,0.9394950804615569
kefrin_t_affect_fe_noreset,6,2024-12,0.5018013283842984,0.9397640034920869
kefrin_t_affect_fe,6,2023-01,0.0,0.0
kefrin_t_affect_fe,6,2023-02,0.4144003106778185,0.95
kefrin_t_affect_fe,6,2023-03,0.5432915662414289,0.7500912418445569
kefrin_t_affect_fe,6,2023-04,0.6416967381734319,0.9027896789162584
kefrin_t_affect_fe,6,2023-05,0.8002989584880175,0.8522447176290301
kefrin_t_affect_fe,6,2023-06,0.5828013705841112,0.8927093831825389
kefrin_t_affect_fe,6,2023-07,0.529159912611738,0.8986093935566776
kefrin_t_affect_fe,6,2023-08,0.7132375665569675,0.9109459046864735
kefrin_t_affect_fe,6,2023-09,0.7310557518946026,0.8807809282834212
kefrin_t_affect_fe,6,2023-10,0.6860701813125125,0.8897498166737811
kefrin_t_affect_fe,6,2023-11,0.6832315364106404,0.8964594546541911
kefrin_t_affect_fe,6,2023-12,0.6783702087041575,0.9051978997773488
kefrin_t_affect_fe,6,2024-01,0.6200648208353895,0.8885181521700889
kefrin_t_affect_fe,6,2024-02,0.6347827133120838,0.8460793151105301
kefrin_t_affect_fe,6,2024-03,0.6877317534341196,0.857884469121524
kefrin_t_affect_fe,6,2024-04,0.7021887336225967,0.8889606080327268
kefrin_t_affect_fe,6,2024-05,0.7144004925574392,0.8798712111153171
kefrin_t_affect_fe,6,2024-06,0.7522620350057532,0.8893240726149165
kefrin_t_affect_fe,6,2024-07,0.7489606596894032,0.8621809279442134
kefrin_t_affect_fe,6,2024-08,0.7822727844869218,0.8696340615434687
kefrin_t_affect_fe,6,2024-09,0.7005103159600374,0.9086969841828643
kefrin_t_affect_fe,6,2024-10,0.7952104498820612,0.9174586394452187
kefrin_t_affect_fe,6,2024-11,0.761393563868689,0.8916079142583908
kefrin_t_affect_fe,6,2024-12,0.5388038485366371,0.9010394639930869
